ho,hn,qn,cn,wn,ro,eq_n,ep_n,ea_n,TIME,swcObs,swc,Prec,sito,veg,MI,AI,ApP,ApQ
43945244.9060752,20662318.749012,57.6886863976581,0.794678485022726,13.402698612554,0,6.05009831115781,7.62312387205885,1.20333380673569,20091223,NA,0.0893513240836936,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43946193.1750409,20663106.2251942,57.689931228381,0.794756177825205,13.2415368491912,0,6.05032889071562,7.62341440230168,1.18817601493325,20091224,NA,0.0882769123279415,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43943767.8616345,20662232.0942544,57.6867474221508,0.794891251538429,13.0944408546915,0,6.05007293792606,7.62309190178683,1.17424531978337,20091225,NA,0.0872962723646102,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43937965.3859305,20659694.0328508,57.6791302794557,0.795083603050038,12.9603356494535,0,6.04932977249539,7.62215551334419,1.16144688203328,20091226,NA,0.0864022376630234,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43928782.5363805,20655489.7421715,57.6670755843674,0.795333077037849,12.8382337233012,0,6.04809872131245,7.62060438885369,1.1496930769354,20091227,NA,0.085588224822008,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43916216.4766182,20649616.9534507,57.6505796134737,0.795639466487781,12.7272282509863,0,6.04637912006374,7.61843769128032,1.13890301254795,20091228,NA,0.0848481883399085,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43900264.7532533,20642073.4346098,57.6296391461111,0.796002513382038,12.6264867693574,0,6.04417031517823,7.61565459712457,1.12900206875613,20091229,NA,0.0841765784623828,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43880925.3046548,20632856.9980105,57.6042514758937,0.796421909552893,12.5352452945355,0,6.04147166609717,7.61225429928243,1.11992145812003,20091230,NA,0.0835683019635701,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43858196.4707209,20621965.5092951,57.5744144235391,0.796897297696354,12.4528028568007,0,6.03828254786299,7.60823601030736,1.11159780917639,20091231,NA,0.0830186857120048,0.232258073745235,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43832077.0036336,22542319.5124559,62.8381605434932,0.893661222339477,14.1269166153987,0,6.84121834544148,8.61993511525626,1.28625487422979,20100101,NA,0.094179444102658,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43802566.0795936,22526740.1682651,62.7958533495526,0.894318641459359,13.7752302119538,0,6.83649027408089,8.61397774534192,1.25245665790364,20100102,NA,0.0918348680796919,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43769663.3115302,22509323.1496728,62.7486835697195,0.895037339457493,13.4551912756232,0,6.83120449916093,8.60731766894277,1.22152788878739,20100103,NA,0.0897012751708216,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43733368.7627771,22490066.4949428,62.6966512947896,0.895816709421796,13.1642173780795,0,6.82536042532735,8.59995413591247,1.1932422199649,20100104,NA,0.0877614491871967,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43693682.9617033,22468968.3669049,62.6397572822387,0.896656097378926,12.899935426175,0,6.81895749502962,8.59188644373732,1.16738966228277,20100105,NA,0.0859995695078335,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43650606.9172854,22446027.0689813,62.5780029785473,0.897554804316201,12.6601661406039,0,6.81199519338464,8.58311394366465,1.14377570288666,20100106,NA,0.0844011076040261,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43604142.1356048,22421241.062124,62.5113905428504,0.898512088311268,12.4429094260449,0,6.804473053317,8.57363604717942,1.12222041586963,20100107,NA,0.0829527295069661,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43554290.637247,22394608.9826077,62.4399228718824,0.899527166756717,12.2463306277208,0,6.79639066095879,8.56345223280807,1.10255757808023,20100108,NA,0.0816422041848052,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43501054.9755792,22366129.660621,62.3636036261792,0.900599218666619,12.0687476590491,0,6.7877476612917,8.55256205322754,1.08463380033769,20100109,NA,0.0804583177269938,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
43444438.2558763,22335802.1395933,62.2824372574981,0.901727387051746,11.908618977159,0,6.77854376401255,8.54096514265581,1.06830768194116,20100110,NA,0.0793907931810601,0.00645161299936233,AU-Gin,WSA,0.341261903656988,2.93030071415509,1.34752931411368,0.579424127899718
