ho,hn,qn,cn,wn,ro,eq_n,ep_n,ea_n,TIME,swcObs,swc,Prec,sito,veg,MI,AI,ApP,ApQ
40527398.528356,13904481.6623798,37.8025579907834,0.57024634220995,140.039405309013,0,4.39904543881459,5.54279725290639,5.54279725290639,20010101,NA,0.933596035393421,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40528485.4799757,13905376.5883628,37.8035718617232,0.570394931952026,142.998904600104,0,4.3993285719913,5.54315400070903,5.54315400070903,20010102,NA,0.953326030667358,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40529074.5320666,13906120.963116,37.8041213091745,0.570557521147418,145.958269747405,0,4.39956407435969,5.54345073369321,5.54345073369321,20010103,NA,0.97305513164937,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40529142.1953683,13906705.2027405,37.804184423166,0.570733985192572,148.917578461053,0,4.39974891380339,5.54368363139227,5.54368363139227,20010104,NA,0.992783856407022,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40528663.3506322,13907119.0543918,37.80373777333,0.570924189606312,150,1.87691240383191,4.39987984656761,5.54384860667519,5.54384860667519,20010105,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40527611.3115512,13907351.622129,37.8027564676007,0.571127990418458,150,2.95944503421509,4.39995342543724,5.54394131605092,5.54394131605092,20010106,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40525957.8918673,13907391.3944672,37.80121421481,0.571345234580102,150,2.95964642377587,4.39996600845378,5.54395717065177,5.54395717065177,20010107,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40523673.4764054,13907226.2735267,37.7990833909449,0.57157576039323,150,2.95994277238754,4.39991376813748,5.54389134785323,5.54389134785323,20010108,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40520727.0957662,13906843.6056682,37.7963351088192,0.571819397957272,150,2.96033895431867,4.39979270117949,5.54373880348615,5.54373880348615,20010109,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40517086.5044059,13906230.2134981,37.792939290903,0.572075969630172,150,2.9608400448825,4.39959863856762,5.5434942845952,5.5434942845952,20010110,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40512718.2618173,13905372.4291257,37.7888647450459,0.572345290501506,150,2.96145130765279,4.39932725610814,5.54315234269626,5.54315234269626,20010111,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40507587.8165229,13904256.1285507,37.7840792428226,0.572627168875214,150,2.96217818123816,4.39897408530523,5.54270734748459,5.54270734748459,20010112,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40501659.5925848,13902866.7670585,37.7785496002267,0.572921406759503,150,2.96302626566262,4.39853452455905,5.5421535009444,5.5421535009444,20010113,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40494897.078332,13901189.4154981,37.7722417604323,0.573227800361532,150,2.96400130839862,4.39800385064322,5.54148485181045,5.54148485181045,20010114,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40487262.9170062,13899208.7973173,37.7651208783449,0.573546140584537,150,2.96510919010029,4.39737723042206,5.5406953103318,5.5406953103318,20010115,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40478718.9990243,13896909.3262326,37.7571514066613,0.573876213525134,150,2.96635591008467,4.39664973276825,5.539778663288,5.539778663288,20010116,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40469226.5555597,13894275.1444076,37.7482971831589,0.5742178009686,150,2.96774757160767,4.39581634064164,5.53872858920847,5.53872858920847,20010117,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40458746.2531469,13891290.1610192,37.7385215189389,0.574570680880066,150,2.96929036698145,4.39487196329061,5.53753867374617,5.53753867374617,20010118,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40447238.2890165,13887938.09109,37.7277872873525,0.574934627889631,150,2.97099056257949,4.39381144853783,5.53620242515767,5.53620242515767,20010119,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40434662.4868765,13884202.4944709,37.7160570133419,0.575309413769539,150,2.97285448377426,4.39262959511334,5.53471328984281,5.53471328984281,20010120,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
40420978.3928604,13880066.8148577,37.703292962937,0.575694807901686,150,2.9748884998512,4.39132116499845,5.53306466789804,5.53306466789804,20010121,NA,1,7.93225835984753,AU-DaP,GRA,0.55402048086151,1.80498742292881,0.991719588979239,0.692285534093232
