ho,hn,qn,cn,wn,ro,eq_n,ep_n,ea_n,TIME,swcObs,swc,Prec,sito,veg,MI,AI,ApP,ApQ
28247781.019515,13626638.6914145,39.4203553195105,1.10068564609698,15.1759945081593,0,4.15143326373517,5.23080591230632,1.04657812279201,20010101,NA,0.101173296721062,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28288570.2148131,13649472.9736666,39.4772774745901,1.10036834859378,15.2257266033328,0,4.15838985817065,5.23957122129502,1.05063625342029,20010102,NA,0.101504844022218,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28332777.4555693,13674213.3294808,39.5389695819134,1.10002221102797,15.271300245525,0,4.16592714879746,5.2490682074848,1.05444856883572,20010103,NA,0.1018086683035,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28380364.4934411,13700838.3929184,39.6053782651376,1.0996475449288,15.3129186396111,0,4.17403862636039,5.25928866921409,1.05802915084268,20010104,NA,0.102086124264074,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28431289.8551383,13729324.988948,39.6764456474388,1.09924468577657,15.3507722808949,0,4.1827172304539,5.27022371037192,1.06139104449281,20010105,NA,0.102338481872633,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28485508.9123881,13759648.1711416,39.7521094491513,1.09881399200987,15.38503993408,0,4.19195536100624,5.28186375486786,1.06454633882471,20010106,NA,0.102566932893867,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28542973.9571398,13791781.2622589,39.8323030927157,1.09835584397896,15.4158895365903,0,4.20174489064389,5.2941985622113,1.06750624146867,20010107,NA,0.102772596910602,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28603634.2817527,13825695.8975937,39.9169558145838,1.09787064285144,15.4434790318362,0,4.21207717789716,5.30721724415042,1.07028114760555,20010108,NA,0.102956526878908,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28667436.2639042,13861362.0709453,40.0059927837094,1.09735880947626,15.467957137589,0,4.22294308120573,5.32090828231922,1.07288070372352,20010109,NA,0.103119714250593,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28734323.4559386,13898748.1830737,40.0993352262361,1.09682078321247,15.4894640542251,0,4.23433297368079,5.3352595468378,1.07531386657633,20010110,NA,0.103263093694834,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28804236.6783691,13937821.0924914,40.1969005559814,1.09625702072884,15.5081321172435,0,4.24623675857895,5.35025831580948,1.0775889577104,20010111,NA,0.10338754744829,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28877114.1172388,13978546.1684379,40.298602510306,1.09566799478089,15.5240863981287,0,4.25864388544135,5.3658912956561,1.07971371389569,20010112,NA,0.103493909320858,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
28952891.4250369,14020887.3458822,40.4043512909445,1.09505419297123,15.5374452573339,0,4.27154336685042,5.38214464223153,1.08169533376608,20010113,NA,0.103582968382226,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29031501.8248644,14064807.1823928,40.5140537093705,1.09441611649968,15.5483208528847,0,4.28492379575565,5.39900398265212,1.0835405209489,20010114,NA,0.103655472352564,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29112876.2175387,14110266.9167131,40.6276133362635,1.09375427890873,15.5568196078538,0,4.298773363319,5.41645443778194,1.08525552393963,20010115,NA,0.103712130719025,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29196943.2913256,14157226.5288799,40.7449306546419,1.09306920483055,15.5630426397275,0,4.31307987723017,5.43448064531001,1.08684617295679,20010116,NA,0.103753617598183,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29283629.6339864,14205644.8017182,40.8659032162274,1.09236142874058,15.5670861544753,0,4.32783078044155,5.45306678335635,1.08831791399276,20010117,NA,0.103780574363169,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29372859.8468307,14255479.383551,40.9904258006078,1.09163149372343,15.5690418079393,0,4.34301317027297,5.47219659454395,1.08967584025949,20010118,NA,0.103793612052928,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29464556.6604666,14306686.8519576,41.1183905767683,1.09087995025573,15.5689970369827,0,4.35861381783609,5.49185341047348,1.09092472121234,20010119,NA,0.103793313579884,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29558641.0519442,14359222.7784196,41.2496872665686,1.09010735501068,15.5670353626719,0,4.37461918772918,5.51202017653876,1.09206902932144,20010120,NA,0.103780235751146,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
29655032.362996,14413041.7936937,41.3842033097492,1.0893142696887,15.5632366676131,0,4.39101545795328,5.53267947702114,1.09311296474746,20010121,NA,0.103754911117421,0,SN-Dhr,SAV,0.217772146616853,4.59195547059283,1.63568038518053,0.448819092111404
